"pcn20cd","avg_value"
"E14000530",1.40527945178571
"E14000531",1.91847877777778
"E14000532",1.74851859574468
"E14000533",1.403162616
"E14000534",0.836155826791277
"E14000535",1.45855034259259
"E14000536",0.787073161770624
"E14000537",2.20058827586207
"E14000538",0.946277868783069
"E14000539",0.924088640511727
"E14000540",2.46971042857143
"E14000541",1.47581230769231
"E14000542",1.64839165882353
"E14000543",0.882960810791367
"E14000544",1.26737839344262
"E14000545",1.27147191403509
"E14000546",1.27814244285714
"E14000547",1.21773146206897
"E14000548",2.02222176785714
"E14000549",1.9499017
"E14000550",1.33282431348315
"E14000551",1.24135142857143
"E14000552",1.3902383030303
"E14000553",2.2221286
"E14000554",0.391948479539749
"E14000555",2.29809563636364
"E14000556",1.31459262812903
"E14000557",0.676920529323308
"E14000558",2.23241159090909
"E14000559",2.179172125
"E14000560",1.82422396774194
"E14000561",2.20089613043478
"E14000562",1.97630775
"E14000563",2.25281761904762
"E14000564",2.4752066
"E14000565",1.72334069565217
"E14000566",2.37605239130435
"E14000567",1.879344
"E14000568",2.23548666666667
"E14000569",0.543390927243243
"E14000570",1.41736623658537
"E14000571",2.21025746666667
"E14000572",1.42341925
"E14000573",1.372682365
"E14000574",0.857647904672897
"E14000575",0.852481092857143
"E14000576",1.11798265737705
"E14000577",1.42581783259912
"E14000578",1.83393191176471
"E14000579",2.24759689189189
"E14000580",1.58601676470588
"E14000581",2.88907842307692
"E14000582",0.771110403988604
"E14000583",1.13307413484321
"E14000584",1.52933599615385
"E14000585",1.58653760769231
"E14000586",1.24218824366197
"E14000587",2.2595962962963
"E14000588",2.02833318604651
"E14000589",1.69723994444444
"E14000590",0.871679392043011
"E14000591",1.85096652941176
"E14000592",1.59853304761905
"E14000593",1.85227868965517
"E14000594",1.01516353714286
"E14000595",0.582468447309833
"E14000596",1.42815963793103
"E14000597",1.11608946829268
"E14000598",1.35114254074074
"E14000599",1.82058759090909
"E14000600",1.43056087234043
"E14000601",1.64443916
"E14000602",1.84223088888889
"E14000603",0.914754337583001
"E14000604",1.47074337931034
"E14000605",1.15891847432432
"E14000606",1.3390861
"E14000607",1.58415294366197
"E14000608",0.90789013587963
"E14000609",1.18468414159292
