"id","age"
"E14000530",36.4
"E14000531",43.9
"E14000532",41.1
"E14000533",42.5
"E14000534",47.2
"E14000535",41.6
"E14000536",40.4
"E14000537",39.5
"E14000538",38.6
"E14000539",38.6
"E14000540",31.6
"E14000541",40.8
"E14000542",41
"E14000543",43.7
"E14000544",39.8
"E14000545",36.8
"E14000546",42.7
"E14000547",36.4
"E14000548",37.9
"E14000549",32.2
"E14000550",43.4
"E14000551",42.1
"E14000552",36.6
"E14000553",31.1
"E14000554",47.2
"E14000555",28.9
"E14000556",45.9
"E14000557",48.7
"E14000558",39.3
"E14000559",39.1
"E14000560",33.8
"E14000561",35.6
"E14000562",31.2
"E14000563",28.9
"E14000564",27.2
"E14000565",37.4
"E14000566",32.5
"E14000567",33
"E14000568",34.7
"E14000569",43.8
"E14000570",33.4
"E14000571",31.9
"E14000572",44.2
"E14000573",41.8
"E14000574",43.7
"E14000575",42.1
"E14000576",45
"E14000577",42.4
"E14000578",38.7
"E14000579",35.9
"E14000580",41.4
"E14000581",39.8
"E14000582",44.4
"E14000583",43
"E14000584",39.1
"E14000585",38
"E14000586",38.2
"E14000587",31
"E14000588",35.9
"E14000589",29
"E14000590",41.3
"E14000591",32.3
"E14000592",33.8
"E14000593",34.1
"E14000594",43.3
"E14000595",45.3
"E14000596",43.8
"E14000597",38.9
"E14000598",33.3
"E14000599",36.9
"E14000600",37.8
"E14000601",36.1
"E14000602",29.2
"E14000603",45.7
"E14000604",39.4
"E14000605",44.2
"E14000606",40.1
"E14000607",42
"E14000608",43.8
"E14000609",39.6
"E14000610",39.8
"E14000611",40.4
"E14000612",39.4
"E14000613",42
"E14000614",42.7
"E14000615",32.8
"E14000616",43.8
"E14000617",31.4
"E14000618",40.3
"E14000619",37.5
"E14000620",41.1
"E14000621",37.6
"E14000622",44.8
"E14000623",46.5
"E14000624",44.1
"E14000625",43.5
"E14000626",37.1
"E14000627",44.1
"E14000628",38.5
"E14000629",34.5
"E14000630",37.8
"E14000631",43.7
"E14000632",42.5
"E14000633",46.3
"E14000634",39.3
"E14000635",41.9
"E14000636",38.7
"E14000637",41.5
"E14000638",52.3
"E14000639",35.6
"E14000640",39.9
"E14000641",39
"E14000642",50.5
"E14000643",43.7
"E14000644",35.3
"E14000645",41
"E14000646",44.6
"E14000647",44.4
"E14000648",40.2
"E14000649",34.4
"E14000650",37.7
"E14000651",33.5
"E14000652",35.9
"E14000653",40
"E14000654",35.2
"E14000655",33.8
"E14000656",39.5
"E14000657",36.5
"E14000658",40.2
"E14000659",38.3
"E14000660",43.2
"E14000661",40.1
"E14000662",36.7
"E14000663",34.3
"E14000664",47.3
"E14000665",39.1
"E14000666",38.3
"E14000667",41.9
"E14000668",39
"E14000669",40.4
"E14000670",43.4
"E14000671",40
"E14000672",40.9
"E14000673",33.9
"E14000674",34.1
"E14000675",34
"E14000676",33.7
"E14000677",41.4
"E14000678",47.9
"E14000679",29
"E14000680",43.3
"E14000681",42.3
"E14000682",42.9
"E14000683",47
"E14000684",43.9
"E14000685",40
"E14000686",44.3
"E14000687",32.5
"E14000688",42.7
"E14000689",43.8
"E14000690",37.3
"E14000691",35
"E14000692",37.7
"E14000693",41.3
"E14000694",41.9
"E14000695",40.8
"E14000696",33.5
"E14000697",40.9
"E14000698",35.2
"E14000699",43.4
"E14000700",42.3
"E14000701",33.1
"E14000702",38.1
"E14000703",34.9
"E14000704",43.8
"E14000705",45.1
"E14000706",46.3
"E14000707",45.4
"E14000708",41.5
"E14000709",38.1
"E14000710",41.7
"E14000711",38.6
"E14000712",37.6
"E14000713",41.5
"E14000714",42.5
"E14000715",39
"E14000716",38.5
"E14000717",43.4
"E14000718",32
"E14000719",37.8
"E14000720",30.5
"E14000721",31
"E14000722",41.1
"E14000723",38.1
"E14000724",45.2
"E14000725",39.7
"E14000726",32.6
"E14000727",34.4
"E14000728",42.6
"E14000729",38.7
"E14000730",42.7
"E14000731",36.8
"E14000732",34.6
"E14000733",40.7
"E14000734",44.6
"E14000735",42.7
"E14000736",43.6
"E14000737",32.6
"E14000738",44.6
"E14000739",39
"E14000740",41.9
"E14000741",33.4
"E14000742",43.8
"E14000743",42.6
"E14000744",39.6
"E14000745",39.8
"E14000746",47.1
"E14000747",40.4
"E14000748",42.7
"E14000749",40.6
"E14000750",32.5
"E14000751",42.3
"E14000752",34.2
"E14000753",42
"E14000754",42.6
"E14000755",38.2
"E14000756",36.5
"E14000757",40.5
"E14000758",39
"E14000759",36.6
"E14000760",31.2
"E14000761",36.3
"E14000762",46.4
"E14000763",32.4
"E14000764",31.9
"E14000765",42.4
"E14000766",40.3
"E14000767",44.9
"E14000768",35.4
"E14000769",40
"E14000770",35.8
"E14000771",38.6
"E14000772",32.5
"E14000773",38.4
"E14000774",40.3
"E14000775",39.7
"E14000776",37.8
"E14000777",28.3
"E14000778",36.2
"E14000779",37.9
"E14000780",31.9
"E14000781",34.1
"E14000782",35.1
"E14000783",29.5
"E14000784",31.8
"E14000785",40.1
"E14000786",46.8
"E14000787",35.2
"E14000788",35.2
"E14000789",31.9
"E14000790",32.3
"E14000791",43.9
"E14000792",35.7
"E14000793",29
"E14000794",37.8
"E14000795",36
"E14000796",38.7
"E14000797",36.1
"E14000798",49.3
"E14000799",47.7
"E14000800",35.2
"E14000801",31.6
"E14000802",44.3
"E14000803",41.2
"E14000804",40.3
"E14000805",40.6
"E14000806",44.2
"E14000807",27.6
"E14000808",28.2
"E14000809",30.3
"E14000810",41.1
"E14000811",44.8
"E14000812",41.7
"E14000813",41.6
"E14000814",43.8
"E14000815",45.7
"E14000816",44.5
"E14000817",41.6
"E14000818",44.5
"E14000819",34.9
"E14000820",43
"E14000821",35.7
"E14000822",35.8
"E14000823",34.1
"E14000824",44.7
"E14000825",44.1
"E14000826",40.3
"E14000827",44.7
"E14000828",50.6
"E14000829",43.8
"E14000830",40.1
"E14000831",32.5
"E14000832",28.8
"E14000833",41.5
"E14000834",40.5
"E14000835",46.6
"E14000836",40.7
"E14000837",46.2
"E14000838",45.2
"E14000839",44.9
"E14000840",42.7
"E14000841",41.8
"E14000842",42.8
"E14000843",44.9
"E14000844",41.7
"E14000845",42.3
"E14000846",44.1
"E14000847",47
"E14000848",52
"E14000849",43
"E14000850",44.9
"E14000851",38
"E14000852",43.9
"E14000853",40.7
"E14000854",42.3
"E14000855",39
"E14000856",43.1
"E14000857",42.5
"E14000858",42.1
"E14000859",45.5
"E14000860",42.4
"E14000861",37.3
"E14000862",35.3
"E14000863",40.7
"E14000864",35
"E14000865",30.9
"E14000866",35.6
"E14000867",28.5
"E14000868",39.8
"E14000869",41.6
"E14000870",38.3
"E14000871",35.4
"E14000872",42.9
"E14000873",29.7
"E14000874",39
"E14000875",39
"E14000876",44.5
"E14000877",46.2
"E14000878",35.6
"E14000879",40.8
"E14000880",32.9
"E14000881",42.7
"E14000882",29.6
"E14000883",38.7
"E14000884",30.8
"E14000885",31.5
"E14000886",40.4
"E14000887",32.8
"E14000888",43.1
"E14000889",32.9
"E14000890",37
"E14000891",42.4
"E14000892",39.4
"E14000893",40
"E14000894",43.3
"E14000895",43
"E14000896",37.6
"E14000897",35.7
"E14000898",38.4
"E14000899",39.3
"E14000900",39.4
"E14000901",41
"E14000902",40.6
"E14000903",42.7
"E14000904",38.8
"E14000905",40.5
"E14000906",42.3
"E14000907",39.8
"E14000908",42.1
"E14000909",44
"E14000910",42.7
"E14000911",34.6
"E14000912",43.4
"E14000913",45.8
"E14000914",39.9
"E14000915",43.1
"E14000916",47.4
"E14000917",42.9
"E14000918",42.6
"E14000919",26.7
"E14000920",40.1
"E14000921",35.3
"E14000922",41.6
"E14000923",40.2
"E14000924",42.6
"E14000925",42.1
"E14000926",42.7
"E14000927",40
"E14000928",45.7
"E14000929",45
"E14000930",32.3
"E14000931",43.6
"E14000932",45.5
"E14000933",39.3
"E14000934",41.1
"E14000935",40.4
"E14000936",45.4
"E14000937",40.6
"E14000938",46.8
"E14000939",44.8
"E14000940",41.7
"E14000941",45.2
"E14000942",40.7
"E14000943",42.9
"E14000944",42.2
"E14000945",45
"E14000946",45.2
"E14000947",38.1
"E14000948",43.5
"E14000949",40
"E14000950",44.6
"E14000951",41.4
"E14000952",43.4
"E14000953",42.3
"E14000954",42.7
"E14000955",34.8
"E14000956",32.2
"E14000957",41.6
"E14000958",45.6
"E14000959",41.1
"E14000960",38.5
"E14000961",43.8
"E14000962",41.6
"E14000963",41.2
"E14000964",46.8
"E14000965",41.7
"E14000966",45.4
"E14000967",39.6
"E14000968",38.7
"E14000969",38.1
"E14000970",39.6
"E14000971",39.8
"E14000972",36.2
"E14000973",38.9
"E14000974",40.2
"E14000975",45.9
"E14000976",41.6
"E14000977",46.3
"E14000978",32.2
"E14000979",38.6
"E14000980",43.8
"E14000981",48.1
"E14000982",40.4
"E14000983",41.2
"E14000984",38.9
"E14000985",43.8
"E14000986",40.2
"E14000987",44.5
"E14000988",42.8
"E14000989",37.6
"E14000990",43.7
"E14000991",46.3
"E14000992",40.1
"E14000993",47
"E14000994",43.5
"E14000995",35.2
"E14000996",46.8
"E14000997",41.7
"E14000998",32.5
"E14000999",45.1
"E14001000",47.4
"E14001001",49.7
"E14001002",31.4
"E14001003",43.9
"E14001004",40.2
"E14001005",38.3
"E14001006",42.6
"E14001007",34.2
"E14001008",31.4
"E14001009",40.2
"E14001010",41
"E14001011",38.1
"E14001012",35.2
"E14001013",32.3
"E14001014",43.4
"E14001015",40.8
"E14001016",35
"E14001017",40.2
"E14001018",40.5
"E14001019",37.1
"E14001020",40.5
"E14001021",36.7
"E14001022",44.4
