"pcn20cd","avg_value"
"E14000530",13.83055875
"E14000531",15.8909811111111
"E14000532",13.280829787234
"E14000533",14.91496344
"E14000534",13.1955437850467
"E14000535",15.8568243518519
"E14000536",14.2949205633803
"E14000537",14.5624548275862
"E14000538",15.0014207936508
"E14000539",15.2490031130064
"E14000540",19.4677852380952
"E14000541",14.0383480769231
"E14000542",14.6459958823529
"E14000543",8.31368060431655
"E14000544",16.0530190163934
"E14000545",13.6931226315789
"E14000546",16.4499160204082
"E14000547",12.8203196551724
"E14000548",14.2967142857143
"E14000549",19.186029
"E14000550",15.9488435955056
"E14000551",15.57516
"E14000552",16.1267584848485
"E14000553",19.888175
"E14000554",8.80355851004184
"E14000555",20.4255245454545
"E14000556",15.4409608516129
"E14000557",12.8400436090226
"E14000558",17.1701595454545
"E14000559",12.6613795833333
"E14000560",15.4756203225806
"E14000561",17.4523104347826
"E14000562",15.7784265
"E14000563",16.8940861904762
"E14000564",17.4216756
"E14000565",14.9743704347826
"E14000566",17.2911226086957
"E14000567",15.2333538095238
"E14000568",16.2484861904762
"E14000569",7.72728213621622
"E14000570",11.5522597560976
"E14000571",14.27402
"E14000572",10.07161945
"E14000573",10.3871613
"E14000574",9.53089574766355
"E14000575",11.1298424857143
"E14000576",13.455677704918
"E14000577",16.2473454185022
"E14000578",12.3963226470588
"E14000579",13.8627083783784
"E14000580",12.5085842647059
"E14000581",12.8620996153846
"E14000582",16.7329711680912
"E14000583",15.4493256445993
"E14000584",12.27666
"E14000585",12.6130903846154
"E14000586",13.8193536619718
"E14000587",13.8308522222222
"E14000588",13.4236051162791
"E14000589",12.5951972222222
"E14000590",16.6005477634409
"E14000591",18.9675870588235
"E14000592",17.6663847619048
"E14000593",17.7341324137931
"E14000594",17.149608
"E14000595",11.0263135352505
"E14000596",16.3545082288401
"E14000597",13.6089692682927
"E14000598",14.4286066666667
"E14000599",14.2951204545455
"E14000600",13.8475144680851
"E14000601",13.7440648
"E14000602",14.8045377777778
"E14000603",16.1730440770252
"E14000604",15.9837168965517
"E14000605",14.5026006306306
"E14000606",16.7488854545455
"E14000607",16.5267953521127
"E14000608",15.1656989467593
"E14000609",10.6606635309735
"E14000610",13.8933495934959
"E14000611",12.0953283018868
"E14000612",13.7116072
"E14000613",16.6790018055556
"E14000614",10.9469795114754
"E14000615",18.8766263636364
"E14000616",11.2033182348754
"E14000617",16.2872765714286
"E14000618",14.475972125
"E14000619",14.3791509053498
"E14000620",7.908247342723
"E14000621",16.0181739130435
"E14000622",14.9956188372093
"E14000623",10.9253586475123
"E14000624",16.4236943346008
"E14000625",16.0809204069767
"E14000626",16.1325515
"E14000627",13.2113853846154
"E14000628",16.91300225
"E14000629",19.5378883333333
"E14000630",13.9066813157895
"E14000631",15.393111185567
"E14000632",14.450385106383
"E14000633",12.8394905457464
"E14000634",18.651638
"E14000635",12.7310149707602
"E14000636",16.8882585294118
"E14000637",11.7640575471698
"E14000638",11.6846363888889
"E14000639",20.2228588888889
"E14000640",12.8620728148148
"E14000641",10.790483811828
"E14000642",15.0306184848485
"E14000643",16.202131761194
"E14000644",16.0637324444444
"E14000645",11.8137506666667
"E14000646",13.291348952381
"E14000647",7.03513803719358
"E14000648",15.7515599820789
"E14000649",16.6211281481481
"E14000650",15.1252297297297
"E14000651",15.5772211111111
"E14000652",14.5936590909091
"E14000653",13.2437738235294
"E14000654",16.0338907692308
"E14000655",17.8406621052632
"E14000656",14.9476784782609
"E14000657",17.6098461904762
"E14000658",11.0144456666667
"E14000659",16.8865302380952
"E14000660",15.4693704793609
"E14000661",14.9898248
"E14000662",15.8225042857143
"E14000663",16.1705014285714
"E14000664",13.2232625027442
"E14000665",12.1093800097847
"E14000666",12.9091703937008
"E14000667",16.2980149802372
"E14000668",15.4024933333333
"E14000669",15.7778058267717
"E14000670",14.396365483871
"E14000671",15.5810130434783
"E14000672",15.4517857142857
"E14000673",18.005128125
"E14000674",18.600425
"E14000675",17.9337295238095
"E14000676",17.6940226666667
"E14000677",11.7991026495726
"E14000678",12.0140698798799
"E14000679",19.931315
"E14000680",12.6507979481641
"E14000681",14.5009944357977
"E14000682",13.8137791071429
"E14000683",14.690522345679
"E14000684",12.7162105084746
"E14000685",13.2090560810811
"E14000686",12.4116256223776
"E14000687",18.8342426315789
"E14000688",12.2429219512195
"E14000689",13.9859906530612
"E14000690",17.5247247619048
"E14000691",17.5424113157895
"E14000692",17.4415136
"E14000693",17.305606
"E14000694",15.3076235294118
"E14000695",16.1246860344828
"E14000696",17.541462173913
"E14000697",15.261814691358
"E14000698",12.6960772972973
"E14000699",13.2652895454545
"E14000700",14.8794659640103
"E14000701",16.9258020689655
"E14000702",14.4426835897436
"E14000703",18.5279376190476
"E14000704",14.1452805555556
"E14000705",12.8151648281787
"E14000706",10.7333242352941
"E14000707",16.4588356140351
"E14000708",13.3231326530612
"E14000709",10.5644495652174
"E14000710",15.9203794594595
"E14000711",16.3352351851852
"E14000712",14.4260536842105
"E14000713",12.9934357894737
"E14000714",16.5781442043796
"E14000715",15.8574702040816
"E14000716",15.0096469230769
"E14000717",15.3563929479769
"E14000718",18.7887453333333
"E14000719",13.4605513020833
"E14000720",19.832448
"E14000721",20.29463
"E14000722",15.7278785185185
"E14000723",12.1433407017544
"E14000724",15.5395529672897
"E14000725",14.0057414583333
"E14000726",19.1077569230769
"E14000727",18.7873833333333
"E14000728",15.0064828846154
"E14000729",17.0417974683544
"E14000730",12.3057248287671
"E14000731",16.7544566666667
"E14000732",17.0718327777778
"E14000733",12.4384184615385
"E14000734",15.9952285750636
"E14000735",13.5983674285714
"E14000736",13.4285024489796
"E14000737",17.0967839130435
"E14000738",12.8469040350877
"E14000739",16.2348269158879
"E14000740",15.0071798639456
"E14000741",17.9822819354839
"E14000742",14.3994587883212
"E14000743",12.2555342975207
"E14000744",16.3861826797386
"E14000745",17.1355761764706
"E14000746",7.46611682868852
"E14000747",12.7971571428571
"E14000748",11.8043838518519
"E14000749",16.7437574117647
"E14000750",19.2493183333333
"E14000751",17.0887971186441
"E14000752",18.247096875
"E14000753",13.6181945821326
"E14000754",11.606656969697
"E14000755",14.25512
"E14000756",13.4959612244898
"E14000757",16.4846318126888
"E14000758",11.3691012111111
"E14000759",18.1779270967742
"E14000760",19.627004375
