"pcn20cd","avg_value"
"E14000530",11.3252425
"E14000531",11.9811448888889
"E14000532",10.5842817659574
"E14000533",11.15190064
"E14000534",9.7528059423676
"E14000535",11.7252792592593
"E14000536",10.5075269738431
"E14000537",11.8613017241379
"E14000538",10.8090966137566
"E14000539",10.8839232814499
"E14000540",14.2926452380952
"E14000541",11.0073436346154
"E14000542",10.9137841176471
"E14000543",7.48247924548736
"E14000544",12.3443342622951
"E14000545",11.6606092982456
"E14000546",10.6234535346939
"E14000547",10.2706972413793
"E14000548",11.9877648214286
"E14000549",15.513247
"E14000550",12.3376618539326
"E14000551",12.2644622857143
"E14000552",11.5144521212121
"E14000553",16.49186
"E14000554",7.20771297447699
"E14000555",16.2685045454545
"E14000556",10.0161226425806
"E14000557",9.60004492857143
"E14000558",13.34553
"E14000559",10.1454400833333
"E14000560",12.2587235483871
"E14000561",13.681232173913
"E14000562",12.718973
"E14000563",13.62172
"E14000564",14.9673368
"E14000565",11.6545339130435
"E14000566",13.4290443478261
"E14000567",11.8487904761905
"E14000568",13.030039047619
"E14000569",7.35888801837838
"E14000570",10.2110793414634
"E14000571",11.711241
"E14000572",8.6951227
"E14000573",9.0041522
"E14000574",8.81104909345794
"E14000575",8.92993268571429
"E14000576",9.91931495081967
"E14000577",11.3294618502203
"E14000578",10.4547711764706
"E14000579",11.5290443243243
"E14000580",10.338859
"E14000581",10.914595
"E14000582",10.3407848532764
"E14000583",10.8228457839721
"E14000584",10.2266999615385
"E14000585",10.7304182692308
"E14000586",11.0309766197183
"E14000587",11.6575763333333
"E14000588",11.1185105813953
"E14000589",10.5007820277778
"E14000590",10.6942133333333
"E14000591",15.0939576470588
"E14000592",13.5984561904762
"E14000593",14.3254927586207
"E14000594",11.7733945079365
"E14000595",8.16302178293135
"E14000596",10.6000186269592
"E14000597",9.94576980487805
"E14000598",10.6908041111111
"E14000599",11.4720713636364
"E14000600",11.2973436595745
"E14000601",11.08413848
"E14000602",12.8991383333333
"E14000603",9.99491547808765
"E14000604",12.7448982758621
"E14000605",11.1134843243243
"E14000606",11.9168246969697
"E14000607",12.5628571830986
"E14000608",10.6377793981481
"E14000609",9.17602557522124
"E14000610",9.89838750406504
"E14000611",10.2561394339623
"E14000612",11.45353016
"E14000613",10.5967273214286
"E14000614",9.12184048852459
"E14000615",15.1472272727273
"E14000616",8.72174659786477
"E14000617",11.7143177142857
"E14000618",10.6126946
"E14000619",10.6866490946502
"E14000620",7.47176314553991
"E14000621",12.7782239130435
"E14000622",12.1294525581395
"E14000623",7.76911989488437
"E14000624",10.4546368060837
"E14000625",11.447466744186
"E14000626",12.2853631666667
"E14000627",11.1631135641026
"E14000628",12.07434
"E14000629",15.8603966666667
"E14000630",10.6791423684211
"E14000631",11.0040070618557
"E14000632",11.1379185106383
"E14000633",9.84348286516854
"E14000634",13.7036825
"E14000635",10.1038025146199
"E14000636",12.4165858823529
"E14000637",9.9222573836478
"E14000638",9.83719914814815
"E14000639",17.4135211111111
"E14000640",9.47195480740741
"E14000641",8.74172670430108
"E14000642",10.5527378787879
"E14000643",10.9920151134328
"E14000644",11.4857215555556
"E14000645",9.47123276666667
"E14000646",9.91872859047619
"E14000647",6.87307910312764
"E14000648",10.7145342437276
"E14000649",12.8050155555556
"E14000650",11.7145359459459
"E14000651",12.5681222222222
"E14000652",11.8077683863636
"E14000653",9.65870794852941
"E14000654",12.7430580769231
"E14000655",13.83834
"E14000656",11.8289013043478
"E14000657",13.2332645238095
"E14000658",9.48916363333333
"E14000659",12.9377798809524
"E14000660",10.8561951877497
"E14000661",12.375146
"E14000662",12.0764071428571
"E14000663",12.5731882857143
"E14000664",9.5164656169045
"E14000665",9.79251770254403
"E14000666",10.1449110787402
"E14000667",10.9821646600791
"E14000668",11.5071693333333
"E14000669",10.7002936889764
