"pcn20cd","avg_value"
"E14000530",1.21083075535714
"E14000531",2.00918842222222
"E14000532",1.77450021276596
"E14000533",1.470020064
"E14000534",0.832250869314642
"E14000535",1.60942183333333
"E14000536",0.790273685915493
"E14000537",2.15383962068966
"E14000538",0.891250395767196
"E14000539",0.929286246268657
"E14000540",1.87657247619048
"E14000541",1.83370271153846
"E14000542",2.00752511764706
"E14000543",0.852882985251799
"E14000544",1.14394244754098
"E14000545",1.14093765964912
"E14000546",1.41984061020408
"E14000547",1.14578671034483
"E14000548",1.95845430357143
"E14000549",1.5772826
"E14000550",1.21779640898876
"E14000551",0.977928485714286
"E14000552",1.23711829090909
"E14000553",1.8742637
"E14000554",0.453778646694561
"E14000555",2.01497181818182
"E14000556",1.85624223354839
"E14000557",0.669077781954887
"E14000558",1.41575931818182
"E14000559",1.80043470833333
"E14000560",1.80109277419355
"E14000561",2.08481973913043
"E14000562",1.8001623
"E14000563",2.10883242857143
"E14000564",2.5000844
"E14000565",1.54082930434783
"E14000566",2.32833113043478
"E14000567",1.78897942857143
"E14000568",1.96289128571429
"E14000569",0.603327639027027
"E14000570",1.27903264146341
"E14000571",2.10713873333333
"E14000572",1.308442345
"E14000573",1.193097275
"E14000574",0.939137642990654
"E14000575",0.878237215714286
"E14000576",1.03652176065574
"E14000577",1.6504537092511
"E14000578",1.82991632352941
"E14000579",2.3346232972973
"E14000580",1.62740519117647
"E14000581",2.61183361538462
"E14000582",0.910690015527066
"E14000583",1.15618333344948
"E14000584",1.2524251
"E14000585",1.33033618461538
"E14000586",1.04296137887324
"E14000587",2.00268118518519
"E14000588",1.93389044186046
"E14000589",1.53739780555556
"E14000590",0.881741901290323
"E14000591",1.54236488235294
"E14000592",1.36555728571429
"E14000593",1.68976872413793
"E14000594",0.94465946031746
"E14000595",0.595554672634508
"E14000596",1.76086151880878
"E14000597",0.930327726829268
"E14000598",1.09561646296296
"E14000599",1.65308572727273
"E14000600",1.42967559574468
"E14000601",1.46914764
"E14000602",1.63223216666667
"E14000603",0.997670915936255
"E14000604",1.11555785172414
"E14000605",1.15296781396396
"E14000606",1.15035028636364
"E14000607",1.59967198591549
"E14000608",0.855526910300926
"E14000609",1.14235679292035
"E14000610",1.08667929837398
"E14000611",1.61182983018868
"E14000612",1.99360248
"E14000613",0.919420621031746
"E14000614",1.19045166557377
"E14000615",1.53726645454545
"E14000616",0.778376550177936
"E14000617",1.13589239142857
"E14000618",1.49003927125
"E14000619",0.751444744444444
"E14000620",0.634512950234742
"E14000621",1.18165204782609
"E14000622",1.16972833023256
"E14000623",0.475953914505957
"E14000624",0.916078220278834
"E14000625",1.21524772093023
"E14000626",1.32575788
"E14000627",1.589391
"E14000628",1.4273724175
"E14000629",1.65731
"E14000630",1.21908748947368
"E14000631",0.942790236082474
"E14000632",1.87924180851064
"E14000633",1.04249194927769
"E14000634",1.48602565
"E14000635",0.944180061403509
"E14000636",1.11344618235294
"E14000637",1.2067386836478
"E14000638",0.93200712037037
"E14000639",2.479468
"E14000640",1.40998732222222
"E14000641",1.0322740344086
"E14000642",0.864191826515151
"E14000643",2.22653033432836
"E14000644",1.4146774
"E14000645",1.238843455
"E14000646",1.38592264285714
"E14000647",0.57847465443787
"E14000648",0.797121896057348
"E14000649",1.54585485185185
"E14000650",1.26085944324324
"E14000651",1.35518424166667
"E14000652",1.74280554545455
"E14000653",1.23089048970588
"E14000654",1.07929531538462
"E14000655",1.51374889473684
"E14000656",0.869771682608696
"E14000657",1.94729664285714
"E14000658",1.01294890666667
"E14000659",1.31067511785714
"E14000660",0.829752464314248
"E14000661",2.12194576
"E14000662",1.47440357142857
"E14000663",1.58520628571429
"E14000664",1.09982294588364
"E14000665",0.615820333757339
"E14000666",1.42205000787402
"E14000667",1.51317061660079
"E14000668",1.61963801666667
"E14000669",1.53211799212598
"E14000670",0.744153453456221
"E14000671",2.17282534782609
"E14000672",2.26750803571429
"E14000673",1.396968
"E14000674",1.5910130625
"E14000675",1.51984076190476
"E14000676",1.80017186666667
"E14000677",1.16534940940171
"E14000678",0.602896457357357
"E14000679",1.8950700625
"E14000680",1.11507804103672
"E14000681",0.954720032684825
"E14000682",1.03440050178571
