"pcn20cd","avg_value"
"E14000530",0.482116198214286
"E14000531",0.509641944444444
"E14000532",0.450730046808511
"E14000533",0.4545023192
"E14000534",0.406478219003115
"E14000535",0.477286602777778
"E14000536",0.426878081690141
"E14000537",0.547808675862069
"E14000538",0.478553583068783
"E14000539",0.517018795522388
"E14000540",0.741228304761905
"E14000541",0.550089353846154
"E14000542",0.582738958823529
"E14000543",0.251555398916967
"E14000544",0.566945562295082
"E14000545",0.575078489473684
"E14000546",0.452222834489796
"E14000547",0.417613375862069
"E14000548",0.532164901785714
"E14000549",0.8827265
"E14000550",0.543699957865169
"E14000551",0.592006568571429
"E14000552",0.539778751515152
"E14000553",0.96843857
"E14000554",0.281600791589958
"E14000555",0.9188092
"E14000556",0.481884486064516
"E14000557",0.39419732537594
"E14000558",0.665100445454545
"E14000559",0.444543995833333
"E14000560",0.569551387096774
"E14000561",0.602564556521739
"E14000562",0.617031005
"E14000563",0.627331942857143
"E14000564",0.742385468
"E14000565",0.5494637
"E14000566",0.610268795652174
"E14000567",0.564045452380952
"E14000568",0.618394509523809
"E14000569",0.300576462918919
"E14000570",0.420594595121951
"E14000571",0.517630776666667
"E14000572",0.3309591
"E14000573",0.35234386
"E14000574",0.364294864485981
"E14000575",0.358347292857143
"E14000576",0.423890716393443
"E14000577",0.448031171806167
"E14000578",0.477007085294118
"E14000579",0.499540891891892
"E14000580",0.418799797058824
"E14000581",0.523005907692308
"E14000582",0.477541274501425
"E14000583",0.419605957839721
"E14000584",0.433383796153846
"E14000585",0.456990411538462
"E14000586",0.486269645070423
"E14000587",0.565728325925926
"E14000588",0.517915065116279
"E14000589",0.503927452777778
"E14000590",0.529070238064516
"E14000591",0.794121694117647
"E14000592",0.702243971428571
"E14000593",0.721668851724138
"E14000594",0.507064767301587
"E14000595",0.261863782467532
"E14000596",0.521243746865204
"E14000597",0.431514997560976
"E14000598",0.458695277777778
"E14000599",0.507570359090909
"E14000600",0.465125774468085
"E14000601",0.489149416
"E14000602",0.649179005555556
"E14000603",0.5289387812749
"E14000604",0.642388648275862
"E14000605",0.506547507657658
"E14000606",0.521484696969697
"E14000607",0.525793547887324
"E14000608",0.458556292939815
