"id","age"
"E14000662",36.5
"E14000663",34.3
"E14000664",49.7
"E14000665",40.2
"E14000666",39.2
"E14000667",43.4
"E14000668",39.1
"E14000669",41.4
"E14000670",45
"E14000671",40.2
"E14000672",42.2
"E14000673",34.4
"E14000674",35.3
"E14000675",35.4
"E14000676",35.7
"E14000677",42.6
"E14000678",48.1
"E14000679",30.9
"E14000680",45.3
"E14000681",43.2
"E14000682",44
"E14000683",49.1
"E14000684",45.2
"E14000685",41
"E14000686",46.3
"E14000687",33.2
"E14000688",44.4
"E14000689",45.3
"E14000690",37.5
"E14000691",35.2
"E14000692",37.8
"E14000693",41.5
"E14000694",42.4
"E14000695",42
"E14000696",34.1
"E14000697",41.6
"E14000698",33.5
"E14000699",44.6
"E14000700",43.8
"E14000701",34.3
"E14000702",37.6
"E14000703",36
"E14000704",46.1
"E14000705",47.3
"E14000706",48.3
"E14000707",47
"E14000708",42
"E14000709",37.4
"E14000710",42.8
"E14000711",38.8
"E14000712",37.9
"E14000713",43.2
"E14000714",44.1
"E14000715",39.2
"E14000716",38.7
"E14000717",44.7
"E14000718",32.6
"E14000719",36.5
"E14000720",31.9
"E14000721",32.2
"E14000722",41.6
"E14000723",38.5
"E14000724",47.3
"E14000725",40.7
"E14000726",33.9
"E14000727",35
"E14000728",43.7
"E14000729",38.5
"E14000730",44.7
"E14000731",37.4
"E14000732",35.7
"E14000733",42
"E14000734",46.3
"E14000735",44.3
"E14000736",44.9
"E14000737",33.1
"E14000738",46
"E14000739",38.9
"E14000740",43.2
"E14000741",34
"E14000742",45.7
"E14000743",43.7
"E14000744",40.8
"E14000745",40.3
"E14000746",49.4
"E14000747",40.9
"E14000748",44.8
"E14000749",41.4
"E14000750",32.5
"E14000751",41.6
"E14000752",35.6
"E14000753",43.3
"E14000754",43.9
"E14000755",39
"E14000756",35.9
"E14000757",41.6
"E14000758",39.8
"E14000759",36.6
"E14000760",32
"E14000761",36.7
"E14000762",48.5
"E14000763",32.4
"E14000764",31.6
"E14000765",43.8
"E14000766",41.8
"E14000767",46.5
"E14000768",37.2
"E14000769",41.1
"E14000770",36.2
"E14000771",38.5
"E14000772",33
"E14000773",38.4
"E14000774",41.3
"E14000775",40
"E14000776",37.1
"E14000777",27.5
"E14000778",35.5
"E14000779",38
"E14000780",32.7
"E14000781",34.2
"E14000782",35.2
"E14000783",29.2
"E14000784",31.8
"E14000785",41.8
"E14000786",48.1
"E14000787",35.8
"E14000788",35.9
"E14000789",32.7
"E14000790",33.4
"E14000791",45.8
"E14000792",34.9
"E14000793",28.8
"E14000794",37.7
"E14000795",35.4
"E14000796",38.7
"E14000797",35.6
"E14000798",51.2
"E14000799",50.3
"E14000800",35.3
"E14000801",32.2
"E14000802",46.4
"E14000803",42.2
"E14000804",40.8
"E14000805",42.4
"E14000806",46.7
"E14000807",27.6
"E14000808",28.5
"E14000809",31.2
"E14000810",42
"E14000811",46.6
"E14000812",42.9
"E14000813",42.5
"E14000814",45.8
"E14000815",47.2
"E14000816",46.1
"E14000817",42.7
"E14000818",46.2
"E14000819",33.8
"E14000820",44.5
"E14000821",36.5
"E14000822",36.9
"E14000823",35.2
"E14000824",46.2
"E14000825",45
"E14000826",41.8
"E14000827",46.6
"E14000828",52
"E14000829",45.2
"E14000830",41.7
"E14000831",31.4
"E14000832",27.9
"E14000833",42
"E14000834",40.1
"E14000835",48.1
"E14000836",41.5
"E14000837",47.3
"E14000838",46.9
"E14000839",47
"E14000840",44.3
"E14000841",42.5
"E14000842",44
"E14000843",46.7
"E14000844",43.2
"E14000845",43.3
"E14000846",44.5
"E14000847",48.6
"E14000848",53.4
"E14000849",45.1
"E14000850",46.4
"E14000851",39.6
"E14000852",45.4
"E14000853",42
"E14000854",43.8
"E14000855",39.8
"E14000856",44.6
"E14000857",43.7
"E14000858",43.5
"E14000859",46.5
"E14000860",44.7
"E14000861",37.8
"E14000862",35.5
"E14000863",41.5
"E14000864",33.9
"E14000865",30
"E14000866",35
"E14000867",27.2
"E14000868",41.1
"E14000869",41.5
"E14000870",38.2
"E14000871",35.3
"E14000872",43.3
"E14000873",29.7
"E14000874",39.6
"E14000875",39.5
"E14000876",46.2
"E14000877",48.7
"E14000878",35.8
"E14000879",40.8
"E14000880",32.9
"E14000881",43.8
"E14000882",30.7
"E14000883",38.4
"E14000884",30.9
"E14000885",31.6
"E14000886",40.6
"E14000887",33.9
"E14000888",44.6
"E14000889",34.2
"E14000890",37.4
"E14000891",43.7
"E14000892",40.7
"E14000893",40.7
"E14000894",45.4
"E14000895",45.8
"E14000896",38.5
"E14000897",36
"E14000898",38.6
"E14000899",40.1
"E14000900",38.6
"E14000901",42.5
"E14000902",42.3
"E14000903",44.2
"E14000904",39
"E14000905",41.2
"E14000906",42.7
"E14000907",39.9
"E14000908",43.5
"E14000909",46.1
"E14000910",43.8
"E14000911",34.1
"E14000912",44.7
"E14000913",47.8
"E14000914",39.9
"E14000915",44.7
"E14000916",49.5
"E14000917",44.5
"E14000918",43.4
"E14000919",25.9
"E14000920",40.9
"E14000921",34.7
"E14000922",41.7
"E14000923",40.3
"E14000924",43.8
"E14000925",43.7
"E14000926",44.3
"E14000927",40.7
"E14000928",48.2
"E14000929",46.6
"E14000930",33.7
"E14000931",44.2
"E14000932",47.5
"E14000933",40.1
"E14000934",42.4
"E14000935",42.1
"E14000936",47.5
"E14000937",41.9
"E14000938",48.9
"E14000939",45.9
"E14000940",43.3
"E14000941",45.9
"E14000942",42.3
"E14000943",44.7
"E14000944",43.3
"E14000945",46.6
"E14000946",47.5
"E14000947",38.9
"E14000948",44.6
"E14000949",40
"E14000950",46.4
"E14000951",42.3
"E14000952",44.7
"E14000953",43.5
"E14000954",44.3
"E14000955",34
"E14000956",31.9
"E14000957",42.7
"E14000958",47.1
"E14000959",41.5
"E14000960",39
"E14000961",45
"E14000962",42.9
"E14000963",42.5
"E14000964",48.6
"E14000965",43.3
"E14000966",47.3
"E14000967",40.7
"E14000968",39
"E14000969",37.9
"E14000970",39.9
"E14000971",40.6
"E14000972",35.5
"E14000973",39.4
"E14000974",40.8
"E14000975",48.1
"E14000976",43.2
"E14000977",48.2
"E14000978",32.7
"E14000979",39.1
"E14000980",45.2
"E14000981",50.4
"E14000982",40.7
"E14000983",42.8
"E14000984",39.4
"E14000985",44.8
"E14000986",42.1
"E14000987",46
"E14000988",44.4
"E14000989",37.8
"E14000990",44.9
"E14000991",48
"E14000992",41.5
"E14000993",49
"E14000994",45.3
"E14000995",35.3
"E14000996",48.4
"E14000997",42.7
"E14000998",33.1
"E14000999",46.6
"E14001000",49.6
"E14001001",51.1
"E14001002",32.8
"E14001003",44.1
"E14001004",41.9
"E14001005",39.5
"E14001006",43.9
"E14001007",34
"E14001008",31.7
"E14001009",41.2
"E14001010",42
"E14001011",37.3
"E14001012",35.1
"E14001013",33.4
"E14001014",45.1
"E14001015",41.6
"E14001016",34.7
"E14001017",41.5
"E14001018",41.6
"E14001019",38.2
"E14001020",41.9
"E14001021",36.8
"E14001022",46
"E14001023",46.5
"E14001024",43.3
"E14001025",41.5
"E14001026",47.3
"E14001027",35.3
"E14001028",42.1
"E14001029",37.7
"E14001030",36
"E14001031",51.1
"E14001032",30.7
"E14001033",43.2
"E14001034",39.2
"E14001035",49.8
"E14001036",34.9
"E14001037",50
"E14001038",44.3
"E14001039",41.8
"E14001040",36.6
"E14001041",42.3
"E14001042",41.2
"E14001043",46.5
"E14001044",47.9
"E14001045",44.3
"E14001046",43.4
"E14001047",39.5
"E14001048",40.2
"E14001049",37
"E14001050",37.2
"E14001051",40
"E14001052",38
"E14001053",46.2
"E14001054",38.5
"E14001055",48.2
"E14001056",36.7
"E14001057",47.5
"E14001058",45.7
"E14001059",36.5
"E14001060",44.5
"E14001061",32.9
"E14001062",44.9
"W07000041",46.7
"W07000042",45.2
"W07000043",41.7
"W07000044",41.8
"W07000045",43.3
"W07000046",45.5
"W07000047",35.6
"W07000048",38.4
"W07000049",42.1
"W07000050",26.7
"W07000051",39.7
"W07000052",41.9
"W07000053",41.7
"W07000054",48.3
"W07000055",38.6
"W07000056",40.6
"W07000057",36.4
"W07000058",48.2
"W07000059",48.2
"W07000060",44.7
"W07000061",49.2
"W07000062",42.5
"W07000063",47.5
"W07000064",44.2
"W07000065",46.2
"W07000066",46.5
"W07000067",48
"W07000068",49.6
"W07000069",44.4
"W07000070",41.2
"W07000071",41
"W07000072",42.6
"W07000073",43
"W07000074",41.6
"W07000075",40.3
"W07000076",40.6
"W07000077",42.2
"W07000078",43.1
"W07000079",37.6
"W07000080",35
"N06000001",39.5
"N06000002",37.4
"N06000003",34
"N06000004",34.1
"N06000005",42
"N06000006",40.1
"N06000007",37.6
"N06000008",36.1
"N06000009",40.1
"N06000010",35.6
"N06000011",36.1
"N06000012",40.3
"N06000013",43.4
"N06000014",38.4
"N06000015",37.7
"N06000016",42.7
"N06000017",36.8
"N06000018",38
"S14000001",32.4778138528139
"S14000002",37.2067889192353
"S14000003",40.3054029304029
"S14000004",44.5907939189189
"S14000005",47.8363220144983
"S14000006",45.9777947932619
"S14000007",42.9076797385621
"S14000008",47.4583751253761
"S14000009",46.7065972222222
"S14000010",45.1690254751314
"S14000011",40.5497170573969
"S14000012",41.7019536574284
"S14000013",47.2172701949861
"S14000014",47.6027245949926
"S14000015",42.1495154591601
"S14000016",35.2828542094456
"S14000017",41.5931321540062
"S14000018",46.3168957154406
"S14000019",43.5924680564896
"S14000020",43.3927178153446
"S14000021",43.2682745825603
"S14000022",33.2266625991458
"S14000023",35.0615014226308
"S14000024",36.9136960600375
"S14000025",34.9926305671259
"S14000026",41.5198220064725
"S14000027",47.259649122807
"S14000028",42.3995257854179
"S14000029",30.2184135354867
"S14000030",38.9945109780439
"S14000031",31.7811231393775
"S14000032",36.6461731493099
"S14000033",37.4920566766853
"S14000034",38.2482029598309
"S14000035",37.7585017249877
"S14000036",43.1019160211985
"S14000037",42.0802367642223
"S14000038",44.538255033557
"S14000039",42.5252595155709
"S14000040",43.1120141342756
"S14000041",42.9738121960344
"S14000042",44.2057163020466
"S14000043",40.7523722069177
"S14000044",40.0335616438356
"S14000045",41.8079891057649
"S14000046",43.5596038203042
"S14000047",40.1606612971598
"S14000048",45.6264096034922
"S14000049",44.2964601769912
"S14000050",45.0795665634675
"S14000051",44.2209856915739
"S14000052",42.7186147186147
"S14000053",42.7631923244658
"S14000054",44.5724990633196
"S14000055",47.1363203050524
"S14000056",41.0069306930693
"S14000057",41.5141065830721
"S14000058",42.2973240832508
"S14000059",42.4171806167401
