"pcn20cd","avg_value"
"E14000530",17.4311546428571
"E14000531",24.6923606666667
"E14000532",20.8447055319149
"E14000533",18.4772348
"E14000534",10.756348635514
"E14000535",20.7111966666667
"E14000536",11.7524134185111
"E14000537",26.8113648275862
"E14000538",12.2214432539683
"E14000539",13.0032368933902
"E14000540",28.8032919047619
"E14000541",18.4591021153846
"E14000542",16.5479476470588
"E14000543",6.57936055956679
"E14000544",19.1088260655738
"E14000545",18.898860877193
"E14000546",13.3606134285714
"E14000547",14.9491389655172
"E14000548",27.3604205357143
"E14000549",37.032218
"E14000550",22.7023546067416
"E14000551",21.4221468571429
"E14000552",17.4210806060606
"E14000553",43.952215
"E14000554",5.69021039539749
"E14000555",40.1817854545455
"E14000556",12.2910437522581
"E14000557",10.1669768289474
"E14000558",25.6311304545455
"E14000559",20.24301125
"E14000560",27.1412396774194
"E14000561",33.358452173913
"E14000562",28.849552
"E14000563",34.3577195238095
"E14000564",40.5653784
"E14000565",24.2682117391304
"E14000566",33.4962726086957
"E14000567",25.0656842857143
"E14000568",30.3732052380952
"E14000569",6.15384610918919
"E14000570",18.8284697560976
"E14000571",26.087249
"E14000572",12.7035549
"E14000573",14.123397
"E14000574",14.9737327383178
"E14000575",14.4695562857143
"E14000576",12.5384777704918
"E14000577",18.8459324669604
"E14000578",19.7421147058824
"E14000579",25.1843124324324
"E14000580",19.1116405882353
"E14000581",24.1018046153846
"E14000582",10.6792721652422
"E14000583",15.1296043902439
"E14000584",15.8151506538462
"E14000585",17.9499419230769
"E14000586",15.0881535211268
"E14000587",23.6512851851852
"E14000588",23.166473255814
"E14000589",18.2890344444444
"E14000590",11.5883923010753
"E14000591",33.8913511764706
"E14000592",27.6615214285714
"E14000593",31.9053486206897
"E14000594",17.2676305396825
"E14000595",6.74968838868275
"E14000596",13.7297833855799
"E14000597",14.3658426829268
"E14000598",18.0097274074074
"E14000599",22.305475
"E14000600",23.6759140425532
"E14000601",20.918956
"E14000602",30.0409888888889
"E14000603",11.5247927622842
"E14000604",23.95274
"E14000605",20.897905
"E14000606",19.3926566666667
"E14000607",24.546235915493
"E14000608",11.0803741377315
"E14000609",13.7135420973451
"E14000610",12.9811586585366
"E14000611",18.8872130188679
"E14000612",24.7746042
"E14000613",12.2316831349206
"E14000614",12.7900037081967
"E14000615",36.2150054545455
"E14000616",7.3164164911032
"E14000617",19.3565897142857
"E14000618",17.4426755
"E14000619",12.4236949382716
"E14000620",9.3035175915493
"E14000621",23.6816804347826
"E14000622",21.0550876744186
"E14000623",5.70818685283812
"E14000624",11.3854437845374
"E14000625",18.1455513372093
"E14000626",21.4710615
"E14000627",23.4547820512821
"E14000628",18.64715575
"E14000629",39.6433716666667
"E14000630",17.2228165789474
"E14000631",13.9959149484536
"E14000632",20.9492842553191
"E14000633",10.6513391316212
"E14000634",26.4816475
"E14000635",12.0543098245614
