"pcn20cd","avg_value"
"E14000530",2.39022383928571
"E14000531",1.25755971777778
"E14000532",0.786489246808511
"E14000533",1.825557208
"E14000534",2.99647259345794
"E14000535",1.77488080555556
"E14000536",3.44171466599598
"E14000537",0.742049882758621
"E14000538",2.68474530687831
"E14000539",2.5146652793177
"E14000540",2.55746685714286
"E14000541",1.58152759615385
"E14000542",1.70936725882353
"E14000543",1.71077702410072
"E14000544",3.35578244262295
"E14000545",2.18681950877193
"E14000546",2.25637461632653
"E14000547",2.51334834482759
"E14000548",1.38752946428571
"E14000549",1.3974088
"E14000550",2.22222735955056
"E14000551",2.71688451428571
"E14000552",3.37229709090909
"E14000553",0.58466613
"E14000554",2.21954549121339
"E14000555",0.646272927272727
"E14000556",3.00770427225806
"E14000557",3.02982813721805
"E14000558",2.87460781818182
"E14000559",0.8940070375
"E14000560",1.07101382258065
"E14000561",0.892469673913043
"E14000562",0.93709663
"E14000563",0.727157471428571
"E14000564",0.265011284
"E14000565",1.14534400869565
"E14000566",0.925003204347826
"E14000567",1.12691615714286
"E14000568",0.849988357142857
"E14000569",2.63331548216216
"E14000570",0.985082436585366
"E14000571",0.639925213333333
"E14000572",1.16269245
"E14000573",1.061890045
"E14000574",2.23512287850467
"E14000575",2.18885718571429
"E14000576",2.87537703278689
"E14000577",1.83707692070485
"E14000578",0.744374629411765
"E14000579",0.69386552972973
"E14000580",0.793715869117647
"E14000581",0.622166569230769
"E14000582",3.77729832193732
"E14000583",2.25407971428571
"E14000584",2.38405403846154
"E14000585",2.325022
"E14000586",2.31959638028169
"E14000587",1.25382246296296
"E14000588",1.36856944186047
"E14000589",1.37824218611111
"E14000590",5.04376480860215
"E14000591",1.09217061176471
"E14000592",1.85769297142857
"E14000593",1.57313993103448
"E14000594",4.06577417142857
"E14000595",2.78561829220779
"E14000596",2.50540140282132
"E14000597",2.58704892682927
"E14000598",2.47584711111111
"E14000599",1.93812895454545
"E14000600",1.80999740212766
"E14000601",2.20069976
"E14000602",1.46526388888889
